Subj,Cat,Sect,"Class
Nbr",Title,Day,Start,End,Bldg/Room,Type,Instructor,Units,Notes,Available
ANTH,4600,01,97151,HUMAN EVOLUTION,MW,12:15 PM,1:30 PM,KH B2007,LEC,,3.00,,Closed
ANTH,4710,01,92715,INTRODUCTION TO LINGUISTICS,TR,9:25 AM,10:40 AM,SH 141,LEC,"Sonnenschein,Aaron Huey",3.00,Combine with ENGL 4100 01,Closed
ANTH,4750,01,96928,PRIMATE BEHAVIOR,TR,10:50 AM,12:05 PM,MUS 110,LEC,"Parga,Joyce Ann",3.00,,Open
ANTH,4810,01,92716,ACADEMIC WRITING,MW,3:05 PM,4:20 PM,KH C5103,LEC,"Baker-Cristales,Beth",3.00,,Open
ANTH,4820,01,93485,READINGS IN ANTHROPOLOGY,TBA,,,Online,LEC,"Miller,Elizabeth",1.00,Instruction is online.,Closed
ANTH,4850,01,97103,ARCHEOLOGICAL ANALYSIS,TBA,,,Online,LEC,"Ainis,Amira Francesca",4.00,Instruction is online.,Open
ANTH,4850,02,93949,ARCHEOLOGICAL ANALYSIS,W,1:50 PM,4:20 PM,BIOS 328,LAB,,,,Open
ANTH,5100,01,93951,SEMINAR:ANTHRO THEORY,T,6:00 PM,8:45 PM,MUS 213,SEM,"Sullivan,Kathleen M",3.00,Department Permission Required,Open
ANTH,5200,01,95044,SEMINAR: ARCHAEOLOGY,W,6:00 PM,8:45 PM,LACHSA 120,SEM,"Vellanoweth,Rene Luis",3.00,Department Permission Required,Open
ANTH,5800,01,96941,ETHNOGRAPHIC FIELD SCHOOL,M,6:00 PM,7:40 PM,KH C4071,SEM,"Ngin,Chor-Swang",4.00,,Open
ART,1011,01,90019,WORLD ART: ANCIENT-ERLY MEDIVL,MWF,11:00 AM,11:50 AM,KH LH1,LEC,"Asgari,Marjan",3.00,,Open
ART,1012,01,90020,WORLD ART: ERLY MED-HIGH RENAI,MW,3:05 PM,4:20 PM,SH 343,LEC,"Aguilar-Moreno,Jose Manuel",3.00,,Closed
ART,1013,01,96882,"WORLD ART: BAROQUE TO
CONTEMP",MWF,10:00 AM,10:50 AM,FA 321,LEC,"Asgari,Marjan",3.00,,Closed
ART,1013,02,94075,"WORLD ART: BAROQUE TO
CONTEMP",TR,9:25 AM,10:40 AM,KH B4012,LEC,"Nykolak,Jenevive Tatiana",3.00,,Closed
ART,1030,01,97404,"TWO-DIMENSIONAL ART
FUNDAMENTA",MW,8:00 AM,10:30 AM,FA 308,ACT,,3.00,,Open
ART,1030,03,90745,"TWO-DIMENSIONAL ART
FUNDAMENTA",MW,8:00 AM,10:30 AM,FA 311,ACT,"Berman,Lynne I",3.00,,Closed
ART,1030,04,95214,"TWO-DIMENSIONAL ART
FUNDAMENTA",F,8:00 AM,1:30 PM,FA 311,ACT,"Lanzoni,Karin Ruth",3.00,,Open
ART,1030,05,96881,"TWO-DIMENSIONAL ART
FUNDAMENTA",MW,3:00 PM,5:30 PM,FA 320,ACT,,3.00,,Closed
ART,1090,01,90105,3D ART FUNDAMENTALS,M,10:00 AM,10:50 AM,FA 107,REC,"Olson,Brian John",3.00,,Closed
ART,1090,02,90106,3D ART FUNDAMENTALS,MW,8:00 AM,9:40 AM,FA 107,ACT,"Olson,Brian John",,,Closed
ART,1090,03,90523,3D ART FUNDAMENTALS,T,10:00 AM,10:50 AM,FA 107,REC,"Wearn,Richard Patrick",3.00,,Closed
ART,1090,04,90524,3D ART FUNDAMENTALS,TR,8:00 AM,9:40 AM,FA 107,ACT,"Wearn,Richard Patrick",,,Closed
ART,1090,07,95215,3D ART FUNDAMENTALS,TR,2:00 PM,2:25 PM,FA 107,REC,"Olson,Brian John",3.00,,Open
ART,1090,08,95216,3D ART FUNDAMENTALS,TR,2:25 PM,4:05 PM,FA 107,ACT,"Olson,Brian John",,,Open
ART,1090,09,97387,3D ART FUNDAMENTALS,TR,4:30 PM,4:55 PM,FA 107,REC,"Madriaga,Diana Lynn",3.00,,Open
ART,1090,10,97388,3D ART FUNDAMENTALS,TR,4:55 PM,6:35 PM,FA 107,ACT,"Madriaga,Diana Lynn",,,Open
ART,1500,01,90107,INTRO TO SCULPTURE,M,11:00 AM,11:50 AM,FA 107,LEC,"Olson,Brian John",3.00,,Closed
ART,1500,02,90108,INTRO TO SCULPTURE,MW,12:00 PM,1:40 PM,FA 107,ACT,"Olson,Brian John",,,Closed
ART,1500,03,90649,INTRO TO SCULPTURE,T,11:00 AM,11:50 AM,FA 107,LEC,"Wearn,Richard Patrick",3.00,,Closed
ART,1500,04,90650,INTRO TO SCULPTURE,TR,12:00 PM,1:40 PM,FA 107,ACT,"Wearn,Richard Patrick",,,Closed
ART,1520,01,90086,SURVEY & STUDIO: INTRO CERAMIC,M,6:00 PM,6:50 PM,FA 108,LEC,,3.00,,Closed
ART,1520,02,90087,SURVEY & STUDIO: INTRO CERAMIC,M,2:00 PM,5:40 PM,FA 108,ACT,,,,Closed
ART,1520,03,90525,SURVEY & STUDIO: INTRO CERAMIC,M,11:00 AM,11:50 AM,FA 108,LEC,,3.00,,Closed
ART,1520,04,90526,SURVEY & STUDIO: INTRO CERAMIC,MW,12:00 PM,1:40 PM,FA 108,ACT,,,,Closed
ART,1520,07,90529,SURVEY & STUDIO: INTRO CERAMIC,T,4:00 PM,4:50 PM,FA 108,LEC,"Aono,Tetsuji",3.00,,Closed
ART,1520,08,90530,SURVEY & STUDIO: INTRO CERAMIC,TR,2:00 PM,3:40 PM,FA 108,ACT,"Aono,Tetsuji",,,Closed
ART,1520,09,90655,SURVEY & STUDIO: INTRO CERAMIC,F,12:00 PM,12:50 PM,FA 108,LEC,"Madriaga,Diana Lynn",3.00,,Closed
ART,1520,10,90656,SURVEY & STUDIO: INTRO CERAMIC,F,8:00 AM,11:40 AM,FA 108,ACT,"Madriaga,Diana Lynn",,,Closed
ART,1520,11,90657,SURVEY & STUDIO: INTRO CERAMIC,F,1:00 PM,1:50 PM,FA 108,LEC,"Madriaga,Diana Lynn",3.00,,Closed
ART,1520,12,90658,SURVEY & STUDIO: INTRO CERAMIC,F,2:00 PM,5:40 PM,FA 108,ACT,"Madriaga,Diana Lynn",,,Closed
ART,1550,01,90509,INTRO TO PAINTING,R,2:00 PM,2:50 PM,FA 210,REC,"Ebner,Tim J",3.00,,Closed
ART,1550,02,90510,INTRO TO PAINTING,TR,12:00 PM,1:40 PM,FA 210,ACT,"Ebner,Tim J",,,Closed
ART,1550,05,95217,INTRO TO PAINTING,W,11:00 AM,11:50 AM,FA 210,REC,"Case,Cole Leland",3.00,,Closed
ART,1550,06,96968,INTRO TO PAINTING,MW,12:00 PM,1:40 PM,FA 210,ACT,"Case,Cole Leland",,,Closed
ART,1590,01,90101,INTRO TO DRAWING,T,10:00 AM,10:50 AM,FA 206,REC,"Martin,Robert Joseph",3.00,,Closed
ART,1590,02,90102,INTRO TO DRAWING,TR,8:00 AM,9:40 AM,FA 206,ACT,"Martin,Robert Joseph",,,Closed
ART,1590,07,90742,INTRO TO DRAWING,R,4:00 PM,4:40 PM,FA 206,REC,"Lanzoni,Karin Ruth",3.00,,Closed
ART,1590,08,90743,INTRO TO DRAWING,TR,2:00 PM,3:40 PM,FA 206,ACT,"Lanzoni,Karin Ruth",,,Closed
ART,1590,09,97399,INTRO TO DRAWING,MW,8:00 AM,8:25 AM,FA 206,REC,,3.00,,Open
ART,1590,10,97400,INTRO TO DRAWING,MW,8:25 AM,10:05 AM,FA 206,ACT,,,,Open
ART,1590,11,95224,INTRO TO DRAWING,M,2:00 PM,2:50 PM,FA 206,REC,"Lanzoni,Karin Ruth",3.00,,Closed
ART,1590,12,95225,INTRO TO DRAWING,M,3:00 PM,6:40 PM,FA 206,ACT,"Lanzoni,Karin Ruth",,,Closed
ART,1590,13,97401,INTRO TO DRAWING,MW,11:00 AM,11:25 AM,FA 206,REC,,3.00,,Closed
ART,1590,14,97402,INTRO TO DRAWING,MW,11:25 AM,1:05 PM,FA 206,ACT,,,,Closed
ART,1800,01,90071,DIGITAL DESIGN TOOLS I,MW,8:00 AM,10:30 AM,MUS 211,ACT,"Ferris,Seth Alexander",3.00,,Closed
ART,1800,02,90072,DIGITAL DESIGN TOOLS I,MW,6:00 PM,8:30 PM,FA 226,ACT,"Duckworth,Noami",3.00,,Closed
ART,1800,03,90594,DIGITAL DESIGN TOOLS I,TR,6:00 PM,8:30 PM,FA 226,ACT,"Duckworth,Noami",3.00,,Open
ART,1810,01,90073,DIGITAL DESIGN TOOLS II,TR,8:00 AM,10:30 AM,MUS 211,ACT,"Torres,Hector",3.00,,Open
ART,1810,02,90780,DIGITAL DESIGN TOOLS II,F,2:00 PM,7:30 PM,MUS 211,ACT,"Torres,Hector",3.00,,Open
ART,2090,01,90055,PERSPECTIVES ON ART,R,1:40 PM,2:55 PM,KH B1021,LEC,"Reynolds,Carol Therese",3.00,Instruction is partially online.,Closed
ART,2090,02,90779,PERSPECTIVES ON ART,T,1:40 PM,2:55 PM,KH B1021,LEC,"Reynolds,Carol Therese",3.00,Instruction is partially online.,Open
ART,2100,01,90079,"INTRO TO FASHION, FIBER",TR,1:40 PM,2:55 PM,FA 321,LEC,"Arribeno,Nubia Natalie",3.00,,Closed
ART,2111,01,90081,MATERIALS/METHOD I FASHNFBR,TR,11:00 AM,1:30 PM,FA 244,ACT,,3.00,,Open
ART,2130,01,90080,HISTORIC SURVEY FSHNFBRMTRL,TR,9:00 AM,10:15 AM,KH B2005,LEC,"Sabo,Stephanie Lynn",3.00,,Open
ART,2200,01,90074,CONCEPT DEVELOPMENT,T,10:50 AM,4:20 PM,FA 320,ACT,"Vernon,Zachary Daniel",3.00,,Open
ART,2200,02,93990,CONCEPT DEVELOPMENT,R,10:50 AM,4:20 PM,FA 320,ACT,"Duckworth,Noami",3.00,,Open
ART,2330,01,90069,COLOR THEORY AND PERCEPTION,M,12:00 PM,5:30 PM,FA 308,ACT,"Utterback,Connie",3.00,,Open
ART,2330,02,90070,COLOR THEORY AND PERCEPTION,W,12:00 PM,5:30 PM,FA 308,ACT,"Utterback,Connie",3.00,,Closed
ART,2330,03,95275,COLOR THEORY AND PERCEPTION,F,12:00 PM,5:40 PM,FA 308,ACT,"Utterback,Connie",3.00,,Open
ART,2370,01,90061,HISTORY OF DESIGN,R,6:00 PM,8:45 PM,FA 218,LEC,,3.00,,Open
ART,2440,01,90109,INTRO TO LIFE COMPOSITION,F,9:00 AM,2:40 PM,FA 206,ACT,"Kelly,Terence Gerard",3.00,,Closed
ART,2440,02,95219,INTRO TO LIFE COMPOSITION,W,2:00 PM,7:40 PM,FA 206,ACT,"Kelly,Terence Gerard",3.00,,Closed
ART,2800,01,90592,WORLD ANIMATION HISTORY,R,1:40 PM,2:55 PM,FA 223,LEC,"Beeby,Sarah Louise",3.00,Instruction is partially online.,Open
ART,2870,01,90110,INTRO TO PHOTOGRAPHY,M,10:00 AM,10:50 AM,BIOS 32,REC,"Schafer,F. Scott",3.00,,Open
ART,2870,02,90111,INTRO TO PHOTOGRAPHY,MW,8:00 AM,9:40 AM,BIOS 32,ACT,"Schafer,F. Scott",,,Open
ART,2870,03,94047,INTRO TO PHOTOGRAPHY,M,11:00 AM,11:50 AM,BIOS 32,REC,"Morris,Joseph Lehman",3.00,,Open
ART,2870,04,94048,INTRO TO PHOTOGRAPHY,MW,12:00 PM,1:40 PM,BIOS 32,ACT,"Morris,Joseph Lehman",,,Open
ART,2870,05,95167,INTRO TO PHOTOGRAPHY,T,10:00 AM,10:50 AM,BIOS 32,REC,"Rodriguez,Oliverio V",3.00,,Open
ART,2870,06,95168,INTRO TO PHOTOGRAPHY,TR,8:00 AM,9:40 AM,BIOS 32,ACT,"Rodriguez,Oliverio V",,,Open
ART,3050,01,90085,TECH II FASHION/FIBER/MATRL,MW,8:00 AM,10:30 AM,FA 225,ACT,"Lung-Bazile,Carole Frances",3.00,,Open
ART,3070,01,90088,INTERMEDIATE CERAMIC ART,W,6:00 PM,6:50 PM,FA 112,LEC,"Bermudez,Luis",3.00,,Open
ART,3070,02,90089,INTERMEDIATE CERAMIC ART,W,2:00 PM,5:40 PM,FA 112,ACT,"Bermudez,Luis",,,Open
ART,3080,01,90064,GRAPHIC DESIGN I,T,11:00 AM,11:50 AM,FA 226,LEC,"Perez-Morin,Christian Javier",3.00,,Open
ART,3080,02,90065,GRAPHIC DESIGN I,T,12:00 PM,3:40 PM,FA 226,ACT,"Perez-Morin,Christian Javier",,,Open
ART,3080,03,96798,GRAPHIC DESIGN I,R,11:00 AM,11:50 AM,FA 226,LEC,"Perez-Morin,Christian Javier",3.00,,Open
ART,3080,04,96799,GRAPHIC DESIGN I,R,12:00 PM,3:40 PM,FA 226,ACT,"Perez-Morin,Christian Javier",,,Open
ART,3100,01,90083,PORTFOLIO FSHN FBR MATERIAL,MW,11:00 AM,1:30 PM,FA 239,ACT,"Lung-Bazile,Carole Frances",3.00,,Open
ART,3110,01,96253,SOCIAL ENGMNT FSHN FBR,T,2:00 PM,2:50 PM,FA 306,LEC,,3.00,,Closed
ART,3110,02,96254,SOCIAL ENGMNT FSHN FBR,TR,3:00 PM,4:40 PM,FA 306,ACT,,,,Closed
ART,3130,01,90075,TYPOGRAPHY I,F,8:00 AM,1:30 PM,FA 226,ACT,,3.00,,Open
ART,3130,02,90774,TYPOGRAPHY I,MW,8:00 AM,10:30 AM,FA 226,ACT,,3.00,,Open
ART,3140,01,97138,INTERMEDIATE SCULPTURE,M,6:00 PM,6:50 PM,FA 107,REC,"Wearn,Richard Patrick",3.00,Combine with ART 4290 01,Open
ART,3140,02,97139,INTERMEDIATE SCULPTURE,M,2:00 PM,5:40 PM,FA 107,ACT,"Wearn,Richard Patrick",,Combine with ART 4290 02,Open
ART,3160,01,90056,FOUNDATIONS OF ART,MW,1:00 PM,1:50 PM,FA 315,LEC,"Garnet,Dustin Ian",3.00,,Open
ART,3160,02,90057,FOUNDATIONS OF ART,M,2:00 PM,3:40 PM,FA 315,ACT,"Garnet,Dustin Ian",,,Open
ART,3170,01,90571,VISUAL ARTS IN URBAN CONTEXTS,T,12:15 PM,1:30 PM,FA 315,LEC,"Aziz,Allison Leigh",3.00,Instruction is partially online.,Closed
ART,3170,02,90716,VISUAL ARTS IN URBAN CONTEXTS,R,12:15 PM,1:30 PM,FA 315,LEC,"Aziz,Allison Leigh",3.00,Instruction is partially online.,Closed
ART,3220,01,90076,INTERACTIVE DESIGN I,M,12:00 PM,5:40 PM,FA 226,ACT,"Engvig,Hakon Frederik",3.00,,Open
ART,3220,02,97140,INTERACTIVE DESIGN I,R,12:00 PM,5:40 PM,MUS 211,ACT,"Engvig,Hakon Frederik",3.00,,Open
ART,3560,01,90053,WRITTEN EXPRESSION IN ARTS,TR,9:25 AM,10:40 AM,FA 311,LEC,"Lanzoni,Karin Ruth",3.00,,Open
ART,3560,02,90781,WRITTEN EXPRESSION IN ARTS,TBA,,,Online,LEC,"Solis,Benito Rustic",3.00,Instruction is online.,Closed
ART,3560,03,90782,WRITTEN EXPRESSION IN ARTS,TBA,,,Online,LEC,"Solis,Benito Rustic",3.00,Instruction is online.,Open
ART,3560,04,90908,WRITTEN EXPRESSION IN ARTS,TR,10:50 AM,12:05 PM,FA 311,LEC,"Lanzoni,Karin Ruth",3.00,,Open
ART,3640,01,90567,INTERMEDIATE DRAWING,T,11:00 AM,11:50 AM,FA 206,LEC,"Martin,Robert Joseph",3.00,,Open
ART,3640,02,90568,INTERMEDIATE DRAWING,TR,12:00 PM,1:40 PM,FA 206,ACT,"Martin,Robert Joseph",,,Open
ART,3740,01,90095,INTERMEDIATE PAINTING,TR,9:00 AM,9:50 AM,FA 210,LEC,"Ebner,Tim J",3.00,,Open
ART,3740,02,90096,INTERMEDIATE PAINTING,TR,10:00 AM,11:40 AM,FA 210,ACT,"Ebner,Tim J",,,Open
ART,3760,01,90041,STORY AND VISUALIZATION,F,9:00 AM,9:50 AM,FA 225,LEC,,3.00,,Open
ART,3760,02,90042,STORY AND VISUALIZATION,F,10:00 AM,1:40 PM,FA 225,ACT,,,,Open
ART,3760,03,95276,STORY AND VISUALIZATION,W,2:00 PM,2:50 PM,MUS 211,LEC,"Zezima,Zachary Paul",3.00,,Open
ART,3760,04,95277,STORY AND VISUALIZATION,W,3:00 PM,6:40 PM,MUS 211,ACT,"Zezima,Zachary Paul",,,Open
ART,3780,01,90783,ART AND MOTION,T,11:00 AM,11:50 AM,FA 225,LEC,"Ovelmen,James Thomas",3.00,,Closed
ART,3780,02,90784,ART AND MOTION,T,12:00 PM,3:40 PM,FA 225,ACT,"Ovelmen,James Thomas",,,Closed
ART,3800,01,95601,TWO-DIMENSIONAL ANIMATION,M,1:40 PM,7:10 PM,FA 225,ACT,"Zezima,Zachary Paul",3.00,,Closed
ART,3810,01,90043,EXPERIMENTAL ANIMATION,R,7:50 PM,8:40 PM,FA 225,LEC,"Beeby,Sarah Louise",3.00,,Closed
ART,3810,02,90044,EXPERIMENTAL ANIMATION,R,4:00 PM,7:40 PM,FA 225,ACT,"Beeby,Sarah Louise",,,Closed
ART,3830,01,90045,DIGITAL MODELING,F,5:50 PM,6:40 PM,FA 225,LEC,"Duffie,Rafael Gene",3.00,,Closed
ART,3830,02,90052,DIGITAL MODELING,F,2:00 PM,5:40 PM,FA 225,ACT,"Duffie,Rafael Gene",,,Closed
ART,3870,01,90569,COLOR & DIGITAL PHOTOGRAPHY,F,12:00 PM,12:50 PM,BIOS 32,REC,"Schafer,F. Scott",3.00,,Open
ART,3870,02,90570,COLOR & DIGITAL PHOTOGRAPHY,F,8:00 AM,11:40 AM,BIOS 32,ACT,"Schafer,F. Scott",,,Open
ART,3880,01,90590,ILLUSTRATION,MW,11:00 AM,1:30 PM,FA 225,ACT,"Zezima,Zachary Paul",3.00,,Closed
ART,3880,02,97259,ILLUSTRATION,F,8:00 AM,1:30 PM,FA 333,ACT,"Kosoff,Barbara Jo",3.00,,Closed
ART,4000,01,90058,TCH METHODS ELEM EDUC: ART,T,4:30 PM,7:50 PM,FA 311,LEC,"Garnet,Dustin Ian",3.00,,Open
ART,4000,02,90059,TCH METHODS ELEM EDUC: ART,T,8:00 PM,8:50 PM,FA 311,ACT,"Garnet,Dustin Ian",,,Open
ART,4010,01,90112,PROSEM: CRIT THEORIES VIS ARTS,T,6:00 PM,7:40 PM,FA 308,SEM,"Bernard,Cynthia Ann",2.00,,Open
ART,4030,01,90084,CRITICAL THEORY FSHN FBR MTRL,W,4:30 PM,7:00 PM,KH B2006,LEC,"Ross,Lauren Ann",3.00,,Open
ART,4040,01,90082,ADVANCED FSHN FBR MTRL,F,8:00 AM,1:30 PM,FA 239,ACT,"Wyman,Jemima Evelyn",3.00,,Open
ART,4080,01,90062,GRAPHIC DESIGN II,W,11:00 AM,11:50 AM,FA 306,LEC,"Moss,James Brian",3.00,,Open
ART,4080,02,90063,GRAPHIC DESIGN II,W,12:00 PM,3:40 PM,FA 306,ACT,"Moss,James Brian",,,Open
ART,4080,03,97260,GRAPHIC DESIGN II,W,11:00 AM,11:50 AM,FA 211,LEC,,3.00,,Closed
ART,4080,04,97261,GRAPHIC DESIGN II,W,12:00 PM,3:40 PM,FA 211,ACT,,,,Closed
ART,4120,01,97141,ADVANCED CERAMIC ART,R,7:50 PM,8:40 PM,FA 112,LEC,"Bermudez,Luis",3.00,Combine with ART 4170 01,Open
ART,4120,02,97142,ADVANCED CERAMIC ART,R,4:00 PM,7:40 PM,FA 112,ACT,"Bermudez,Luis",,Combine with ART 4170 02,Open
ART,4130,01,90589,TYPOGRAPHY II,F,2:00 PM,7:40 PM,FA 226,ACT,,3.00,,Closed
ART,4140,01,97294,ADVANCED PAINTING,F,9:00 AM,9:50 AM,FA 211,LEC,"Ebner,Tim J",3.00,Combine with ART 4340 01,Open
ART,4140,02,97295,ADVANCED PAINTING,F,10:00 AM,1:40 PM,FA 211,ACT,"Ebner,Tim J",,Combine with ART 4340 02,Open
ART,4170,01,90097,ADV CERAMIC PROCESSES,R,7:50 PM,8:40 PM,FA 112,LEC,"Bermudez,Luis",3.00,Combine with ART 4120 01,Open
ART,4170,02,90098,ADV CERAMIC PROCESSES,R,4:00 PM,7:40 PM,FA 112,ACT,"Bermudez,Luis",,Combine with ART 4120 02,Open
ART,4180,01,90077,DESIGN BUSINESS PRACTICES,MW,8:00 AM,10:30 AM,FA 315,ACT,"Teitelbaum,William",3.00,,Open
ART,4220,01,90078,INTERACTIVE DESIGN II,W,12:00 PM,5:40 PM,FA 226,ACT,"Engvig,Hakon Frederik",3.00,,Open
ART,4260,01,90060,MODERN ART,MW,12:15 PM,1:30 PM,KH B4013,LEC,"Asgari,Marjan",3.00,,Open
ART,4290,01,97143,ADVANCED SCULPTURE,M,6:00 PM,6:50 PM,FA 107,REC,"Wearn,Richard Patrick",3.00,Combine with ART 3140 01,Open
ART,4290,02,97144,ADVANCED SCULPTURE,M,2:00 PM,5:40 PM,FA 107,ACT,"Wearn,Richard Patrick",,Combine with ART 3140 02,Open
ART,4340,01,90099,ADVANCED PAINTING PROCESSES,F,9:00 AM,9:50 AM,FA 211,LEC,"Ebner,Tim J",3.00,Combine with ART 4340 01,Open
ART,4340,02,90100,ADVANCED PAINTING PROCESSES,F,10:00 AM,1:40 PM,FA 211,ACT,"Ebner,Tim J",,Combine with ART 4140 02,Open
ART,4450,01,90068,ADVERTISING ART DIRECTION,R,10:00 AM,10:50 AM,FA 306,LEC,"Moss,James Brian",3.00,,Open
ART,4450,02,90626,ADVERTISING ART DIRECTION,R,11:00 AM,2:40 PM,FA 306,ACT,"Moss,James Brian",,,Open
ART,4470,01,96970,"ART OF MESOAMERICA &
SOUTHWEST",T,4:30 PM,7:15 PM,FA 347,LEC,"Aguilar-Moreno,Jose Manuel",3.00,,Open
ART,4490,01,90103,VIDEO FOR ARTISTS,W,6:00 PM,6:50 PM,BIOS 32,LEC,"Martin,Robert Joseph",3.00,,Open
ART,4490,02,90104,VIDEO FOR ARTISTS,W,2:00 PM,5:40 PM,BIOS 32,ACT,"Martin,Robert Joseph",,,Open
ART,4500,01,97134,"COLONIAL ART:
MEXICO&GUATEMALA",MW,4:30 PM,5:45 PM,SH 265,LEC,"Aguilar-Moreno,Jose Manuel",3.00,,Open
ART,4540,01,90852,SPECIAL TOPICS IN ART,MW,2:00 PM,4:30 PM,FA 244,ACT,"Lung-Bazile,Carole Frances",3.00,,Open
ART,4541,01,94073,SPECIAL TOPICS IN ART,TR,1:40 PM,2:55 PM,KH B4016,LEC,"Nykolak,Jenevive Tatiana",3.00,,Open
ART,4600,01,90778,MULTICULTURAL VIS ARTS,W,6:00 PM,8:45 PM,FA 315,LEC,"Garnet,Dustin Ian",3.00,,Open
ART,4680,01,96546,PROBLEMS IN ADVANCED DESIGN,M,11:00 AM,11:50 AM,MUS 211,LEC,"Vernon,Zachary Daniel",3.00,,Closed
ART,4680,02,96547,PROBLEMS IN ADVANCED DESIGN,M,12:00 PM,3:40 PM,MUS 211,ACT,"Vernon,Zachary Daniel",,,Closed
ART,4870,01,94068,ADVANCED PHOTOGRAPHY,F,1:00 PM,1:50 PM,BIOS 32,LEC,"Rodriguez,Oliverio V",3.00,,Open
ART,4870,02,94069,ADVANCED PHOTOGRAPHY,F,2:00 PM,5:40 PM,BIOS 32,ACT,"Rodriguez,Oliverio V",,,Open
ART,4921,01,90040,CAPSTONE ANIMATION PROJECT,TR,8:00 AM,10:30 AM,FA 225,ACT,"Ovelmen,James Thomas",3.00,,Open
ART,4921,02,95040,CAPSTONE ANIMATION PROJECT,TR,8:00 AM,10:30 AM,FA 226,ACT,"Beeby,Sarah Louise",3.00,,Open
ART,4925,01,90066,SEN CAPSTONE: GRAPHIC DESN,T,9:00 AM,9:50 AM,FA 306,LEC,"Moss,James Brian",3.00,,Open
ART,4925,02,90067,SEN CAPSTONE: GRAPHIC DESN,T,10:00 AM,1:40 PM,FA 306,ACT,"Moss,James Brian",,,Open
ART,4940,01,90039,THREE-DIMENSIONAL ANIMATION,T,4:00 PM,9:40 PM,FA 225,ACT,"Duffie,Rafael Gene",3.00,,Closed
ART,4960,01,90785,ADVANCED ANIMATION,W,8:00 PM,8:50 PM,FA 225,LEC,"Ovelmen,James Thomas",3.00,,Open
ART,4960,02,90786,ADVANCED ANIMATION,W,4:30 PM,7:50 PM,FA 225,ACT,"Ovelmen,James Thomas",,,Open
ART,4960,03,96894,ADVANCED ANIMATION,R,11:00 AM,11:50 AM,FA 225,LEC,,3.00,,Open
ART,4960,04,96895,ADVANCED ANIMATION,R,12:00 PM,3:20 PM,FA 225,ACT,,,,Open
ART,5013,01,96887,"ART HIST SEM: MODERN &
CONTEMP",W,6:00 PM,8:30 PM,FA 306,SEM,"Nykolak,Jenevive Tatiana",3.00,,Open
ART,5022,01,97221,SEMINAR: VISUAL ARTS,T,6:00 PM,8:45 PM,FA 320,SEM,"Rodriguez,Oliverio V",3.00,,Open
ART,5310,01,90054,"RESEARCH METHODOLOGIES IN
ART",M,6:00 PM,8:45 PM,FA 306,LEC,"Cho,Mikyung M",3.00,,Open
ASTR,1510,01,93098,PRINCIPLES OF ASTRONOMY,MW,10:00 AM,10:50 AM,SH 358B,LEC,"Terebey,Susan",2.00,,Closed
ASTR,1510,02,93099,PRINCIPLES OF ASTRONOMY,TR,5:00 PM,5:50 PM,SH 184,LEC,"Mok,Herwick Hoi-Ming",2.00,,Open
ASTR,1510,03,93921,PRINCIPLES OF ASTRONOMY,TBA,,,Online,LEC,"Mijic,Milan B",2.00,Instruction is online.,Closed
ASTR,1520,01,93100,PRINCIPLES OF ASTRONOMY LAB,M,10:55 AM,1:25 PM,ASCB 340,LAB,"Burke,Douglas",1.00,,Closed
ASTR,1520,02,93101,PRINCIPLES OF ASTRONOMY LAB,M,1:50 PM,4:20 PM,ASCB 340,LAB,"Burke,Douglas",1.00,,Closed
ASTR,1520,03,93102,PRINCIPLES OF ASTRONOMY LAB,T,10:55 AM,1:25 PM,ASCB 340,LAB,"Hamamoto,Hope Miyako",1.00,,Closed
ASTR,1520,04,93103,PRINCIPLES OF ASTRONOMY LAB,T,1:50 PM,4:20 PM,ASCB 340,LAB,"Ahmed,Shamim",1.00,,Closed
ASTR,1520,05,93104,PRINCIPLES OF ASTRONOMY LAB,W,10:55 AM,1:25 PM,ASCB 340,LAB,"Ahmed,Shamim",1.00,,Closed
ASTR,1520,06,93105,PRINCIPLES OF ASTRONOMY LAB,W,1:50 PM,4:20 PM,ASCB 340,LAB,"Mok,Herwick Hoi-Ming",1.00,,Closed
ASTR,1520,07,93106,PRINCIPLES OF ASTRONOMY LAB,R,10:55 AM,1:25 PM,ASCB 340,LAB,"Hamamoto,Hope Miyako",1.00,,Closed
ASTR,1520,08,93107,PRINCIPLES OF ASTRONOMY LAB,R,1:50 PM,4:20 PM,ASCB 340,LAB,"Ahmed,Shamim",1.00,,Closed
ASTR,1520,09,93108,PRINCIPLES OF ASTRONOMY LAB,F,10:55 AM,1:25 PM,ASCB 340,LAB,"Ahmed,Shamim",1.00,,Closed
ASTR,1520,10,94307,PRINCIPLES OF ASTRONOMY LAB,F,1:50 PM,4:20 PM,ASCB 340,LAB,,1.00,,Closed
ASTR,1520,11,97435,PRINCIPLES OF ASTRONOMY LAB,F,8:00 AM,10:30 AM,ASCB 340,LAB,,1.00,,Open
ASTR,1600,01,93109,"SPACE, TIME AND THE UNIVERSE",TBA,,,Online,LEC,"Mijic,Milan B",3.00,Instruction is online.,Closed
ASTR,1600,02,93110,"SPACE, TIME AND THE UNIVERSE",TBA,,,Online,LAB,"Mijic,Milan B",,Instruction is online.,Closed
ASTR,1600,03,93494,"SPACE, TIME AND THE UNIVERSE",TBA,,,Online,LAB,"Mijic,Milan B",,Instruction is online.,Closed
